item_id,template_id
230496,43205.
230497,43205.
230498,43205.
230499,43205.
230500,43205.
230501,43205.
230502,43205.
230503,43205.
230462,43301.
230463,43301.
230464,43301.
230465,43301.
230466,43301.
230467,43301.
230468,43301.
230469,43301.
230470,43301.
230471,43301.
230472,43301.
230473,43301.
230474,43301.
230475,43301.
230448,43302.
230449,43302.
230450,43302.
230451,43302.
230452,43302.
230453,43302.
230454,43302.
230455,43302.
230456,43302.
230457,43302.
230458,43302.
230459,43302.
230460,43302.
230461,43302.
230476,43305.
230477,43305.
230478,43305.
230479,43305.
230480,43305.
230481,43305.
230482,43305.
230483,43305.
230484,43305.
230485,43305.
230486,43305.
230487,43305.
230488,43305.
230489,43305.
208944,4916.
208945,4916.
208946,4916.
208947,4916.
208948,4916.
208949,4916.
208950,4916.
208951,4916.
208952,4916.
208953,4916.
208954,4916.
208955,4916.
232864,7633.
232865,7633.
232866,7633.
232867,7633.
232868,7633.
232869,7633.
232870,7633.
232871,7633.
232872,7633.
232873,7633.
232874,7633.
232875,7633.
232852,7637.
232853,7637.
232854,7637.
232855,7637.
232856,7637.
232857,7637.
232858,7637.
232859,7637.
232860,7637.
232861,7637.
232862,7637.
232863,7637.
232882,7657.
232883,7657.
232884,7657.
232885,7657.
232886,7657.
232887,7657.
232876,7657.
232877,7657.
232878,7657.
232879,7657.
232880,7657.
232881,7657.
232738,7677.
232739,7677.
232740,7677.
232741,7677.
232742,7677.
232743,7677.
232732,7677.
232733,7677.
232734,7677.
232735,7677.
232736,7677.
232737,7677.
232816,7686.
232817,7686.
232818,7686.
232819,7686.
232820,7686.
232821,7686.
232822,7686.
232823,7686.
232824,7686.
232825,7686.
232826,7686.
232827,7686.
232786,7687.
232787,7687.
232788,7687.
232789,7687.
232790,7687.
232791,7687.
232780,7687.
232781,7687.
232782,7687.
232783,7687.
232784,7687.
232785,7687.
232708,7705.
232709,7705.
232710,7705.
232711,7705.
232712,7705.
232713,7705.
232714,7705.
232715,7705.
232716,7705.
232717,7705.
232718,7705.
232719,7705.
232828,7722.
232829,7722.
232830,7722.
232831,7722.
232832,7722.
232833,7722.
232834,7722.
232835,7722.
232836,7722.
232837,7722.
232838,7722.
232839,7722.
232810,7727.
232811,7727.
232812,7727.
232813,7727.
232814,7727.
232815,7727.
232804,7727.
232805,7727.
232806,7727.
232807,7727.
232808,7727.
232809,7727.
232744,7741.
232745,7741.
232746,7741.
232747,7741.
232748,7741.
232749,7741.
232750,7741.
232751,7741.
232752,7741.
232753,7741.
232754,7741.
232755,7741.
232756,7754.
232757,7754.
232758,7754.
232759,7754.
232760,7754.
232761,7754.
232762,7754.
232763,7754.
232764,7754.
232765,7754.
232766,7754.
232767,7754.
232846,7757.
232847,7757.
232848,7757.
232849,7757.
232850,7757.
232851,7757.
232840,7757.
232841,7757.
232842,7757.
232843,7757.
232844,7757.
232845,7757.
232792,7790.
232793,7790.
232794,7790.
232795,7790.
232796,7790.
232797,7790.
232798,7790.
232799,7790.
232800,7790.
232801,7790.
232802,7790.
232803,7790.
232702,7793.
232703,7793.
232704,7793.
232705,7793.
232706,7793.
232707,7793.
232696,7793.
232697,7793.
232698,7793.
232699,7793.
232700,7793.
232701,7793.
232726,7815.
232727,7815.
232728,7815.
232729,7815.
232730,7815.
232731,7815.
232720,7815.
232721,7815.
232722,7815.
232723,7815.
232724,7815.
232725,7815.
230051,1150.
230052,1150.
230053,1150.
230054,1150.
230055,1150.
230056,1150.
230045,1150.
230046,1150.
230047,1150.
230048,1150.
230049,1150.
230050,1150.
230009,240.
230010,240.
230011,240.
230012,240.
230013,240.
230014,240.
230015,240.
230016,240.
230017,240.
230018,240.
230019,240.
230020,240.
230027,242.
230028,242.
230029,242.
230030,242.
230031,242.
230032,242.
230021,242.
230022,242.
230023,242.
230024,242.
230025,242.
230026,242.
228605,258.
228606,258.
228607,258.
228608,258.
228609,258.
228610,258.
228611,258.
228612,258.
228613,258.
228614,258.
228615,258.
228616,258.
230039,320.
230040,320.
230041,320.
230042,320.
230043,320.
230044,320.
230033,320.
230034,320.
230035,320.
230036,320.
230037,320.
230038,320.
228641,323.
228642,323.
228643,323.
228644,323.
228645,323.
228646,323.
228647,323.
228648,323.
228649,323.
228650,323.
228651,323.
228652,323.
228659,337.
228660,337.
228661,337.
228662,337.
228663,337.
228664,337.
228653,337.
228654,337.
228655,337.
228656,337.
228657,337.
228658,337.
230081,4015.
230082,4015.
230083,4015.
230084,4015.
230085,4015.
230086,4015.
230075,4015.
230076,4015.
230077,4015.
230078,4015.
230079,4015.
230080,4015.
228551,133.
228552,133.
228553,133.
228554,133.
228555,133.
228556,133.
228545,133.
228546,133.
228547,133.
228548,133.
228549,133.
228550,133.
228563,2000.
228564,2000.
228565,2000.
228566,2000.
228567,2000.
228568,2000.
228557,2000.
228558,2000.
228559,2000.
228560,2000.
228561,2000.
228562,2000.
236150,203.
236151,203.
236152,203.
236153,203.
236154,203.
236155,203.
236156,203.
236157,203.
236158,203.
236159,203.
236160,203.
236161,203.
236354,1020.
236355,1020.
236356,1020.
236357,1020.
236358,1020.
236359,1020.
236360,1020.
236361,1020.
236362,1020.
236363,1020.
236364,1020.
236365,1020.
236366,1022.
236367,1022.
236368,1022.
236369,1022.
236370,1022.
236371,1022.
236372,1022.
236373,1022.
236374,1022.
236375,1022.
236376,1022.
236377,1022.
236186,1150.
236187,1150.
236188,1150.
236189,1150.
236190,1150.
236191,1150.
236192,1150.
236193,1150.
236194,1150.
236195,1150.
236196,1150.
236197,1150.
248247,2003.
248248,2003.
248249,2003.
248250,2003.
248251,2003.
248252,2003.
248283,2005.
248284,2005.
248285,2005.
248286,2005.
248287,2005.
248288,2005.
226949,1965.
226950,1965.
226951,1965.
226952,1965.
226953,1965.
226954,1965.
226936,372.
226937,372.
226938,372.
226955,5205.
226956,5360.
226957,5360.
200153,7313.
200154,7313.
200155,7313.
200156,7313.
200157,7313.
200158,7313.
200225,7313.
200226,7313.
200227,7313.
200228,7313.
200229,7313.
200230,7313.
200147,7313.
200148,7313.
200149,7313.
200150,7313.
200151,7313.
200152,7313.
200219,7313.
200220,7313.
200221,7313.
200222,7313.
200223,7313.
200224,7313.
200141,7318.
200142,7318.
200143,7318.
200144,7318.
200145,7318.
200146,7318.
200213,7318.
200214,7318.
200215,7318.
200216,7318.
200217,7318.
200218,7318.
200137,7318.
200138,7318.
200139,7318.
200140,7318.
200207,7318.
200208,7318.
200209,7318.
200210,7318.
200211,7318.
200212,7318.
200778,12758.
200779,12758.
200780,12758.
200781,12758.
200782,12758.
200783,12761.
200784,12761.
200785,12761.
200786,12761.
200787,12761.
200788,12761.
200789,12761.
200790,12761.
200791,12761.
200792,12761.
200753,7654.
200754,7654.
200755,7654.
200756,7654.
200757,7654.
200758,7654.
200759,7654.
200760,7654.
200761,7654.
200762,7654.
194086,6259.
194087,6259.
194088,6259.
194089,6259.
194090,6259.
194091,6259.
194092,6259.
194093,6259.
194094,6259.
194095,6259.
194096,6259.
194097,6259.
200843,2822.
200844,2822.
200845,2822.
200846,2822.
200847,2822.
200848,7604.
200849,7604.
200850,7604.
200851,7604.
200852,7604.
200853,7604.
200854,7604.
200855,7604.
200856,7604.
200857,7604.
231788,9511.
231789,9511.
231790,9511.
231791,9511.
231792,9511.
231793,9511.
220180,349.
220177,349.
220176,349.
220175,349.
220178,349.
220174,349.
220179,349.
220187,349.
220184,349.
220183,349.
220182,349.
220185,349.
220181,349.
220186,349.
60980,763.
60981,763.
60982,763.
60983,763.
60984,763.
60985,763.
60986,763.
60987,763.
60988,763.
60989,763.
60990,763.
60991,763.
60992,763.
60993,763.
60994,763.
60995,763.
60996,763.
60997,763.
60998,763.
60999,763.
61000,763.
61001,763.
61002,763.
61003,763.
61004,763.
61005,763.
61006,763.
61007,763.
61008,763.
61009,763.
61010,763.
61011,763.
61012,763.
61013,763.
61014,763.
61015,763.
61016,763.
61017,763.
61018,763.
61019,763.
61020,763.
61021,763.
61022,763.
61023,763.
61024,763.
61025,763.
61026,763.
61027,763.
61028,763.
61029,763.
61030,763.
61031,763.
61032,763.
61033,763.
61034,763.
61035,763.
61036,763.
61037,763.
61038,763.
61039,763.
61040,763.
61041,763.
61042,763.
61043,763.
61044,763.
61045,763.
61046,763.
61047,763.
61048,763.
61049,763.
61050,763.
61051,763.
61052,763.
61053,763.
61054,763.
61055,763.
61056,763.
61057,763.
61058,763.
61059,763.
61060,763.
61061,763.
61062,763.
61063,763.
61064,763.
61065,763.
61066,763.
61067,763.
61068,763.
61069,763.
61070,763.
61071,763.
61072,763.
61073,763.
61074,763.
61075,763.
61076,763.
61077,763.
61078,763.
61079,763.
61080,763.
61081,763.
61082,763.
61083,763.
61084,763.
61085,763.
61086,763.
61087,763.
61088,763.
61089,763.
61090,763.
61091,763.
71506,56464.
71507,56464.
71508,56464.
71509,56464.
61415,56464.
61416,56464.
61417,56464.
71510,56464.
71511,56464.
71512,56464.
71513,56464.
71514,56464.
71515,56464.
71516,56464.
71517,56464.
61418,56464.
61419,56464.
61420,56464.
61421,56464.
61422,56464.
61423,56464.
61424,56464.
61425,56464.
71518,56464.
71519,56464.
71520,56464.
71521,56464.
75061,23080.
60824,23080.
60825,23080.
60826,23080.
75062,23080.
60828,23080.
75063,23080.
60829,23080.
60830,23080.
75064,23080.
60831,23080.
60832,23080.
60833,23080.
75065,23080.
60834,23080.
60835,23080.
60836,23080.
75066,23080.
60837,23080.
60838,23080.
60840,23080.
72090,25523.
72091,25523.
72092,25523.
72093,25523.
72094,25523.
72095,25523.
72096,25523.
72097,25523.
72098,25523.
72099,25523.
72100,25523.
72101,25523.
72102,25523.
72103,25523.
72104,25523.
72105,25523.
72106,25523.
75089,25524.
75090,25524.
75091,25524.
75092,25524.
75093,25524.
75094,25524.
75095,25524.
75096,25524.
75097,25524.
75098,25524.
75099,25524.
75100,25524.
75101,25524.
75102,25524.
75103,25524.
75104,25524.
75105,25524.
75106,25524.
73415,25569.
73416,25569.
73417,25569.
73418,25569.
73419,25569.
73420,25569.
73421,25569.
73422,25569.
73423,25569.
73424,25569.
71437,25571.
71438,25571.
71439,25571.
71440,25571.
71441,25571.
71442,25571.
71443,25571.
71444,25571.
71445,25571.
71446,25571.
71447,25571.
71448,25571.
71449,25571.
71450,25571.
71451,25571.
71452,25571.
71453,25571.
71454,25571.
61644,73468.
61645,73468.
61646,73468.
61647,73468.
61648,73468.
61649,73468.
61650,73468.
61651,73468.
61652,73468.
61653,73468.
66543,23358.
66544,23358.
66545,23358.
66546,23358.
78615,56464.
78616,56464.
78617,56464.
78618,56464.
77658,56464.
77659,56464.
77660,56464.
77661,56464.
77662,56464.
78619,56464.
78620,56464.
78621,56464.
78622,56464.
78611,56464.
78612,56464.
78613,56464.
78614,56464.
78623,56464.
78624,56464.
78625,56464.
78626,56464.
91189,763.
91190,763.
91191,763.
91192,763.
91193,763.
91194,763.
91195,763.
91196,763.
91197,763.
91198,763.
91199,763.
91200,763.
91201,763.
91202,763.
91203,763.
91204,763.
91205,763.
91206,763.
91207,763.
91208,763.
91209,763.
91210,763.
91211,763.
91212,763.
91213,763.
91214,763.
91215,763.
91216,763.
91217,763.
91218,763.
91219,763.
91220,763.
91221,763.
91222,763.
91223,763.
91224,763.
91225,763.
91226,763.
91227,763.
91228,763.
91229,763.
91230,763.
91231,763.
91232,763.
91233,763.
91234,763.
91235,763.
91236,763.
91237,763.
91238,763.
91239,763.
91240,763.
91241,763.
91242,763.
91243,763.
91244,763.
91245,763.
91246,763.
91247,763.
91248,763.
91249,763.
91250,763.
91251,763.
91252,763.
91253,763.
91254,763.
91255,763.
91256,763.
91257,763.
91258,763.
91259,763.
91260,763.
91261,763.
91262,763.
91263,763.
91264,763.
91265,763.
91266,763.
91267,763.
91268,763.
97323,763.
97324,763.
97325,763.
97326,763.
97327,763.
97328,763.
97329,763.
97330,763.
97331,763.
97332,763.
97333,763.
97334,763.
97335,763.
97336,763.
97337,763.
97338,763.
97339,763.
97340,763.
97341,763.
97342,763.
91269,763.
91270,763.
91271,763.
91272,763.
91273,763.
91274,763.
91275,763.
91276,763.
91277,763.
91278,763.
91279,763.
91280,763.
91281,763.
91282,763.
91283,763.
91284,763.
91285,763.
91286,763.
91287,763.
91288,763.
97343,763.
97344,763.
97345,763.
97346,763.
97347,763.
97348,763.
97349,763.
97350,763.
97351,763.
97352,763.
97353,763.
97354,763.
97355,763.
97356,763.
97357,763.
97358,763.
97359,763.
97360,763.
97361,763.
97362,763.
97570,56464.
97571,56464.
97572,56464.
97573,56464.
89831,56464.
89832,56464.
89833,56464.
89834,56464.
89835,56464.
89836,56464.
89837,56464.
89838,56464.
97574,56464.
97575,56464.
97576,56464.
97577,56464.
97578,56464.
97579,56464.
97580,56464.
97581,56464.
97582,56464.
97583,56464.
97584,56464.
97585,56464.
126040,56464.
126041,56464.
126042,56464.
126043,56464.
126044,56464.
126045,56464.
126046,56464.
126047,56464.
126048,56464.
126049,56464.
126050,56464.
126051,56464.
126052,56464.
126053,56464.
126054,56464.
126055,56464.
126056,56464.
126057,56464.
126058,56464.
126059,56464.
126060,56464.
126061,56464.
126062,56464.
126063,56464.
139901,56464.
139902,56464.
139903,56464.
139904,56464.
139905,56464.
139906,56464.
139907,56464.
139908,56464.
139909,56464.
139910,56464.
139911,56464.
139912,56464.
139913,56464.
139914,56464.
139915,56464.
139916,56464.
139917,56464.
139918,56464.
139919,56464.
139920,56464.
139921,56464.
139922,56464.
139923,56464.
139924,56464.
144636,56464.
144637,56464.
144638,56464.
144639,56464.
144640,56464.
144641,56464.
144642,56464.
144643,56464.
144644,56464.
144645,56464.
144646,56464.
144647,56464.
144648,56464.
144649,56464.
144650,56464.
144651,56464.
144652,56464.
144653,56464.
144654,56464.
144655,56464.
144656,56464.
144657,56464.
144658,56464.
144659,56464.
197561,46467.
197643,4812.
197644,4812.
197724,56464.
197725,56464.
197726,56464.
197727,56464.
197728,56464.
195495,245.
195496,245.
195497,245.
195498,245.
195499,245.
195500,245.
195501,245.
187784,375.
187785,375.
187786,375.
187787,375.
187788,375.
187789,375.
187796,375.
187797,375.
187798,375.
187799,375.
187800,375.
187790,375.
187791,375.
187792,375.
187793,375.
187794,375.
187795,375.
187801,727.
187802,727.
187803,727.
187804,727.
187805,727.
187806,727.
187807,727.
187808,727.
187809,727.
187810,727.
187811,727.
187812,727.
187813,727.
187814,727.
189620,727.
187815,727.
187816,727.
187817,727.
187818,727.
187819,727.
187820,727.
187821,727.
187822,727.
187823,727.
187824,727.
187825,727.
187826,727.
187827,727.
187828,727.
195571,910.
195572,910.
195573,910.
195574,910.
195575,910.
195576,910.
195577,910.
187829,910.
187830,910.
187831,910.
187832,910.
187833,910.
187834,910.
187835,910.
195578,910.
195579,910.
195580,910.
195581,910.
195582,910.
195583,910.
195584,910.
195564,910.
195565,910.
195566,910.
195567,910.
195568,910.
195569,910.
195570,910.
195585,975.
195586,975.
195587,975.
195588,975.
195589,975.
195590,975.
195591,975.
187836,975.
187837,975.
187838,975.
187839,975.
187840,975.
187841,975.
187842,975.
187843,975.
187844,975.
187845,975.
187846,975.
187847,975.
187848,975.
187849,975.
187850,975.
187851,975.
187852,975.
187853,975.
187854,975.
187855,975.
187856,975.
187857,975.
187858,975.
187859,975.
187860,975.
187861,975.
187862,975.
187863,975.
187864,975.
187865,975.
187866,975.
187867,975.
187868,975.
187869,975.
187870,975.
187871,982.
187872,982.
187873,982.
187874,982.
187875,982.
187876,982.
187877,982.
195592,982.
195593,982.
195594,982.
195595,982.
195596,982.
195597,982.
195598,982.
187878,982.
187879,982.
187880,982.
187881,982.
187882,982.
187883,982.
187884,982.
187885,982.
187886,982.
187887,982.
187888,982.
187889,982.
187890,982.
187891,982.
187906,982.
187907,982.
187908,982.
187909,982.
187910,982.
187911,982.
187912,982.
187899,982.
187900,982.
187901,982.
187902,982.
187903,982.
187904,982.
187905,982.
187892,982.
187893,982.
187894,982.
187895,982.
187896,982.
187897,982.
187898,982.
207818,3594.
207819,3594.
207820,3594.
207821,3594.
207822,3594.
207823,3594.
207824,3594.
207825,3594.
207826,3594.
207827,3594.
207828,245.
207829,245.
207830,245.
207831,245.
207832,245.
207833,245.
207834,245.
207835,245.
207836,245.
207837,245.
207838,245.
207839,245.
207840,245.
207841,245.
207842,245.
207843,245.
207844,245.
207845,245.
207846,245.
207847,245.
207848,245.
207849,245.
207850,245.
207851,245.
207852,245.
207853,245.
207854,245.
207855,245.
207856,245.
207857,245.
207858,245.
207859,245.
207860,245.
207861,245.
207862,245.
207926,982.
207927,982.
207928,982.
207929,982.
207930,982.
207931,982.
207932,982.
207933,982.
207934,982.
207935,982.
207936,982.
207937,982.
207938,982.
207939,982.
207940,982.
207941,982.
207942,982.
207943,982.
207944,982.
207945,982.
207946,982.
207947,982.
207948,982.
207949,982.
207950,982.
207951,982.
207952,982.
207953,982.
207954,982.
207955,982.
207956,982.
207957,982.
207958,982.
207959,982.
207960,982.
207961,982.
207962,982.
207963,982.
207964,982.
207965,982.
207966,982.
207967,982.
207968,982.
207969,982.
207970,982.
207971,982.
207972,982.
207973,982.
207974,982.
207975,982.
207976,982.
207977,982.
207978,982.
207979,982.
207980,982.
207981,982.
207982,982.
207983,982.
207984,982.
207985,982.
207986,982.
207987,982.
207988,982.
207989,983.
207990,983.
207991,983.
207992,983.
207993,983.
207994,983.
207995,983.
208095,3518.
208096,3518.
208097,3518.
208098,3518.
208099,3518.
208100,3518.
208101,3518.
208102,3518.
208103,3518.
208104,3518.
208120,3534.
208121,3534.
208122,3534.
208123,3534.
208124,3534.
208125,3534.
208126,3534.
208127,3534.
208128,3534.
208129,3534.
208135,3554.
208136,3554.
208137,3554.
208138,3554.
208139,3554.
208140,3554.
208141,3554.
208142,3554.
208143,3554.
208144,3554.
208145,3556.
208146,3556.
208147,3556.
208148,3556.
208149,3556.
208150,3556.
208151,3556.
208152,3556.
208153,3556.
208154,3556.
208155,3562.
208156,3562.
208157,3562.
208158,3562.
208159,3562.
208160,3562.
208161,3562.
208162,3562.
208163,3562.
208164,3562.
208165,3572.
208166,3572.
208167,3572.
208168,3572.
208169,3572.
208170,3572.
208171,3572.
208172,3572.
208173,3572.
208174,3572.
208175,3592.
208176,3592.
208177,3592.
208178,3592.
208179,3592.
208180,3592.
208181,3592.
208182,3592.
208183,3592.
208184,3592.
208185,3609.
208186,3609.
208187,3609.
208188,3609.
208189,3609.
219448,1802.
219449,1802.
219450,1802.
219451,1802.
219452,1802.
219453,1802.
219454,1802.
219455,1802.
219456,1802.
219457,1802.
219458,1803.
219459,1803.
219460,1803.
219461,1803.
219462,1803.
219463,1803.
219464,1803.
219465,1803.
219466,1803.
219467,1803.
219646,616.
219647,616.
219648,616.
219649,616.
219650,616.
219651,617.
219652,617.
219653,617.
219654,617.
219655,617.
219656,617.
219657,617.
219658,617.
219659,617.
219660,617.
219661,617.
219662,617.
219663,617.
219664,617.
219665,617.
216879,245.
216880,245.
216881,245.
216882,245.
216883,245.
216884,245.
216885,245.
216872,245.
216873,245.
216874,245.
216875,245.
216876,245.
216877,245.
216878,245.
216886,245.
216887,245.
216888,245.
216889,245.
216890,245.
216891,245.
216892,245.
216893,245.
216894,245.
216895,245.
216896,245.
216897,245.
216898,245.
216899,245.
222801,245.
222802,245.
222803,245.
222804,245.
222805,245.
222806,245.
222807,245.
216900,245.
216901,245.
216902,245.
216903,245.
216904,245.
216905,245.
216906,245.
216907,245.
216908,245.
216909,245.
216910,245.
216911,245.
216912,245.
216913,245.
216920,375.
216921,375.
216922,375.
216923,375.
216924,375.
216925,375.
216914,375.
216915,375.
216916,375.
216917,375.
216918,375.
216919,375.
217008,975.
217009,975.
217010,975.
217011,975.
217012,975.
217013,975.
217014,975.
217015,975.
219687,975.
219688,975.
219689,975.
219690,975.
219691,975.
219692,975.
219693,975.
219694,975.
217024,975.
217025,975.
217026,975.
217027,975.
217028,975.
217029,975.
217030,975.
217031,975.
217032,975.
217033,975.
217034,975.
217035,975.
217036,975.
217037,975.
217038,975.
222860,975.
222861,975.
222862,975.
222863,975.
222864,975.
222865,975.
222866,975.
222867,975.
217039,975.
217040,975.
217041,975.
217042,975.
217043,975.
217044,975.
217045,975.
217046,975.
217016,975.
217017,975.
217018,975.
217019,975.
217020,975.
217021,975.
217022,975.
217023,975.
225869,975.
225870,975.
225871,975.
225872,975.
225873,975.
225874,975.
225875,975.
225876,975.
225877,975.
225878,975.
225879,975.
225880,975.
225881,975.
225882,975.
225883,975.
225884,975.
217047,975.
217048,975.
217049,975.
217050,975.
217051,975.
217052,975.
217053,975.
217054,975.
225885,975.
225886,975.
225887,975.
225888,975.
225889,975.
225890,975.
225891,975.
225892,975.
217055,976.
217056,976.
217057,976.
217058,976.
217059,976.
217060,976.
217061,976.
222868,979.
222869,979.
222870,979.
222871,979.
222872,979.
222873,979.
222874,979.
222875,979.
222876,979.
222877,979.
222878,979.
222879,979.
222880,979.
222881,979.
224652,979.
224653,979.
224654,979.
224655,979.
224656,979.
224657,979.
224658,979.
217070,982.
217071,982.
217072,982.
217073,982.
217074,982.
217075,982.
217076,982.
217085,982.
217086,982.
217087,982.
217088,982.
217089,982.
217090,982.
217091,982.
217077,982.
217078,982.
217079,982.
217080,982.
217081,982.
217082,982.
217083,982.
217084,982.
217092,982.
217093,982.
217094,982.
217095,982.
217096,982.
217097,982.
217098,982.
217099,982.
217100,982.
217101,982.
217102,982.
217103,982.
217104,982.
217105,982.
217062,982.
217063,982.
217064,982.
217065,982.
217066,982.
217067,982.
217068,982.
217069,982.
217106,982.
217107,982.
217108,982.
217109,982.
217110,982.
217111,982.
217112,982.
217113,982.
217114,983.
217115,983.
217116,983.
217117,983.
217118,983.
217119,983.
217120,983.
219438,1800.
219439,1800.
219440,1800.
219441,1800.
219442,1800.
219443,1800.
219444,1800.
219445,1800.
219446,1800.
219447,1800.
216462,1810.
216463,1810.
216464,1810.
216465,1810.
216466,1810.
216467,1810.
216468,1810.
216469,1810.
216470,1810.
216471,1810.
216472,1811.
216473,1811.
216474,1811.
216475,1811.
216476,1811.
216477,1811.
216478,1811.
216479,1811.
216486,1812.
216487,1812.
216488,1812.
216489,1812.
216490,1812.
216492,1813.
216493,1813.
216494,1813.
216495,1813.
216496,1813.
216497,1813.
216498,1813.
216499,1813.
216500,1813.
216501,1813.
216502,1814.
216503,1814.
216504,1814.
216505,1814.
216506,1814.
216507,1814.
216508,1814.
216509,1814.
216510,1814.
216511,1814.
216512,1815.
216513,1815.
216514,1815.
216515,1815.
216516,1815.
216517,1815.
216518,1815.
216519,1815.
216520,1815.
216521,1815.
225903,1822.
225904,1822.
225905,1822.
225906,1822.
225907,1822.
225908,1822.
225909,1822.
225910,1822.
225911,1822.
225912,1822.
225913,1822.
225914,1822.
225915,1822.
225916,1822.
