old_id,new_id
2510,2510.
2511,2511.
2513,2513.
2515,2515.
2516,2516.
2518,2518.
2519,2519.
2520,2520.
2522,2522.
2524,2524.
2525,2525.
2526,2526.
2527,2527.
2528,2528.
2529,2529.
2536,2536.
2540,2540.
2541,2541.
2543,2543.
2551,2551.
2563,2563.
2564,2564.
2567,2567.
2571,2571.
2575,2575.
2580,2580.
2582,2582.
2583,2583.
2584,2584.
2587,2587.
2591,2591.
2601,2601.
2603,2603.
2608,2608.
2609,2609.
2613,2613.
2615,2615.
2618,2618.
2620,2620.
2621,2621.
2623,2623.
2624,2624.
2627,2627.
2636,2636.
2637,2637.
2641,2641.
2646,2646.
2655,2655.
2656,2656.
2660,2660.
2661,2661.
2663,2663.
2664,2664.
2665,2665.
2679,2679.
2680,2680.
2682,2682.
2685,2685.
2689,2689.
2692,2692.
2702,2702.
2730,2730.
2731,2731.
2732,2732.
2767,2767.
2769,2769.
2822,2822.
2865,2865.
2879,2879.
3325,3325.
3326,3326.
3333,3333.
3391,3391.
3473,3473.
3489,3489.
3518,3518.
3523,3523.
3526,3526.
3534,3534.
3540,3540.
3542,3542.
3544,3544.
3548,3548.
3551,3551.
3554,3554.
3556,3556.
3560,3560.
3562,3562.
3569,3569.
3570,3570.
3572,3572.
3580,3580.
3581,3581.
3590,3590.
3592,3592.
3594,3594.
3597,3597.
3607,3607.
3609,3609.
3646,3646.
3755,3755.
3757,3757.
3760,3760.
3762,3762.
3763,3763.
3767,3767.
3768,3768.
3776,3776.
3777,3777.
3780,3780.
3782,3782.
3783,3783.
3788,3788.
3790,3790.
3791,3791.
3792,3792.
3793,3793.
3796,3796.
3797,3797.
3798,3798.
3799,3799.
4015,4015.
4150,4150.
4151,4151.
4265,4265.
4302,4302.
4316,4316.
4317,4317.
4322,4322.
4328,4328.
4450,4450.
4465,4465.
4474,4474.
4476,4476.
4483,4483.
4484,4484.
4485,4485.
4560,4560.
4603,4603.
4611,4611.
4635,4635.
4754,4754.
4760,4760.
4812,4812.
4853,4853.
4916,4916.
4917,4917.
4954,4954.
4961,4961.
4966,4966.
5009,5009.
5013,5013.
5017,5017.
5039,5039.
5043,5043.
5044,5044.
5045,5045.
5051,5051.
5106,5106.
5187,5187.
5205,5205.
5219,5219.
5352,5352.
5355,5355.
5360,5360.
5621,5621.
5622,5622.
5633,5633.
5634,5634.
5695,5695.
5696,5696.
5700,5700.
5710,5710.
5712,5712.
5716,5716.
5717,5717.
5968,5968.
6100,6100.
6259,6259.
6455,6455.
6535,6535.
6561,6561.
6565,6565.
6570,6570.
6585,6585.
6601,6601.
6604,6604.
6610,6610.
6611,6611.
6666,6666.
6841,6841.
6842,6842.
6851,6851.
6852,6852.
6872,6872.
6883,6883.
6901,6901.
6902,6902.
6903,6903.
6904,6904.
6905,6905.
6906,6906.
6954,6954.
7001,7001.
7019,7019.
7020,7020.
7023,7023.
7102,7102.
7150,7150.
7188,7188.
7222,7222.
7313,7313.
7318,7318.
7330,7330.
7332,7332.
7333,7333.
7448,7448.
7604,7604.
7633,7633.
7637,7637.
7654,7654.
7657,7657.
7677,7677.
7686,7686.
7687,7687.
7705,7705.
7722,7722.
7727,7727.
7741,7741.
7752,7752.
7754,7754.
7757,7757.
7790,7790.
7793,7793.
7815,7815.
8113,8113.
8116,8116.
8118,8118.
8171,8171.
8206,8206.
8268,8268.
8301,8301.
8302,8302.
8352,8352.
8353,8353.
8354,8354.
8356,8356.
8359,8359.
8536,8536.
8537,8537.
8569,8569.
8871,8871.
8883,8883.
8983,8983.
9004,9004.
9009,9009.
9027,9027.
9040,9040.
9044,9044.
9057,9057.
9059,9059.
9066,9066.
9067,9067.
9068,9068.
9069,9069.
9070,9070.
9071,9071.
9075,9075.
9153,9153.
9156,9156.
9157,9157.
9158,9158.
9160,9160.
9161,9161.
9163,9163.
9164,9164.
9165,9165.
9166,9166.
9168,9168.
9169,9169.
9170,9170.
9330,9330.
9331,9331.
9332,9332.
9334,9334.
9335,9335.
9338,9338.
9339,9339.
9387,9387.
9396,9396.
9401,9401.
9402,9402.
9414,9414.
9511,9511.
9602,9602.
9603,9603.
9604,9604.
9605,9605.
9612,9612.
9615,9615.
9701,9701.
9710,9710.
9711,9711.
9712,9712.
9715,9715.
9724,9724.
9725,9725.
9729,9729.
9903,9903.
9947,9947.
10001,10001.
10002,10002.
10005,10005.
10011,10011.
10014,10014.
10018,10018.
10020,10020.
10023,10023.
10024,10024.
10025,10025.
10027,10027.
10029,10029.
10036,10036.
10039,10039.
10040,10040.
10041,10041.
10042,10042.
10044,10044.
10045,10045.
10047,10047.
10049,10049.
10051,10051.
10052,10052.
10058,10058.
10059,10059.
10061,10061.
10062,10062.
10067,10067.
10069,10069.
10074,10074.
10078,10078.
10083,10083.
10085,10085.
10090,10090.
10091,10091.
10094,10094.
10102,10102.
10106,10106.
10108,10108.
10111,10111.
10120,10120.
10121,10121.
10122,10122.
10126,10126.
10302,10302.
10811,10811.
10909,10909.
10999,10999.
11100,11100.
11101,11101.
11513,11513.
11611,11611.
12002,12002.
12003,12003.
12006,12006.
12009,12009.
12010,12010.
12019,12019.
12022,12022.
12024,12024.
12026,12026.
12027,12027.
12038,12038.
12039,12039.
12041,12041.
12045,12045.
12504,12504.
12607,12607.
12758,12758.
12761,12761.
13106,13106.
13276,13276.
14002,14002.
14003,14003.
14569,14569.
14591,14591.
15022,15022.
15103,15103.
15107,15107.
15126,15126.
15127,15127.
15131,15131.
15133,15133.
15134,15134.
15138,15138.
15499,15499.
15513,15513.
15600,15600.
15749,15749.
15751,15751.
15758,15758.
15765,15765.
15808,15808.
15900,15900.
15901,15901.
15903,15903.
15906,15906.
15915,15915.
15918,15918.
15925,15925.
15954,15954.
16008,16008.
16015,16015.
16017,16017.
16027,16027.
16037,16037.
16038,16038.
16042,16042.
16050,16050.
16052,16052.
16053,16053.
16054,16054.
16055,16055.
16056,16056.
16063,16063.
16076,16076.
16078,16078.
16084,16084.
16085,16085.
16089,16089.
16099,16099.
16114,16114.
16117,16117.
16376,16376.
16701,16701.
16901,16901.
17111,17111.
18001,18001.
18003,18003.
18004,18004.
18007,18007.
18017,18017.
18026,18026.
18033,18033.
18036,18036.
18040,18040.
18046,18046.
18051,18051.
18054,18054.
18061,18061.
18120,18120.
18145,18145.
18185,18185.
18201,18201.
18424,18424.
18425,18425.
18451,18451.
18499,18499.
18545,18545.
19001,19001.
19002,19002.
19003,19003.
20167,20167.
20168,20168.
20169,20169.
20170,20170.
20188,20188.
20189,20189.
20962,20962.
21205,21205.
21207,21207.
21212,21212.
21213,21213.
21244,21244.
21247,21247.
21285,21285.
21429,21429.
21452,21452.
21556,21556.
21613,21613.
21629,21629.
21662,21662.
21690,21690.
21776,21776.
22001,22001.
22016,22016.
22039,22039.
22049,22049.
22057,22057.
22084,22084.
22086,22086.
22096,22096.
22111,22111.
22153,22153.
22214,22214.
22234,22234.
22235,22235.
22241,22241.
22501,22501.
22502,22502.
22506,22506.
22511,22511.
22770,22770.
23080,23080.
23358,23358.
23448,23448.
23501,23501.
23506,23506.
23592,23592.
23601,23601.
23606,23606.
23628,23628.
23630,23630.
24017,24017.
24018,24018.
24019,24019.
24039,24039.
24085,24085.
24105,24105.
24174,24174.
24253,24253.
24258,24258.
24259,24259.
24260,24260.
24423,24423.
24426,24426.
24435,24435.
24500,24500.
24543,24543.
24795,24795.
24800,24800.
24801,24801.
24802,24802.
24803,24803.
24804,24804.
24805,24805.
24806,24806.
24807,24807.
24810,24810.
24811,24811.
24812,24812.
24847,24847.
25181,25181.
25278,25278.
25281,25281.
25286,25286.
25287,25287.
25304,25304.
25318,25318.
25321,25321.
25347,25347.
25523,25523.
25524,25524.
25569,25569.
25571,25571.
25572,25572.
25624,25624.
25697,25697.
25703,25703.
25705,25705.
25750,25750.
25919,25919.
26395,26395.
26406,26406.
26454,26454.
26544,26544.
26697,26697.
26801,26801.
26895,26895.
26965,26965.
27001,27001.
27029,27029.
27031,27031.
27114,27114.
27126,27126.
27141,27141.
27142,27142.
27143,27143.
27144,27144.
27145,27145.
27146,27146.
27147,27147.
27148,27148.
27149,27149.
27150,27150.
27151,27151.
27152,27152.
27153,27153.
27154,27154.
27155,27155.
27156,27156.
27157,27157.
27159,27159.
27163,27163.
27164,27164.
27169,27169.
27170,27170.
27172,27172.
27173,27173.
27174,27174.
27175,27175.
27176,27176.
27207,27207.
27219,27219.
27266,27266.
27272,27272.
27280,27280.
27283,27283.
27293,27293.
27296,27296.
27319,27319.
27329,27329.
27330,27330.
27608,27608.
27619,27619.
27620,27620.
27621,27621.
27622,27622.
27624,27624.
27626,27626.
27660,27660.
27661,27661.
27663,27663.
27665,27665.
27666,27666.
27667,27667.
27668,27668.
27669,27669.
27670,27670.
27671,27671.
27672,27672.
27674,27674.
27675,27675.
27676,27676.
27720,27720.
27802,27802.
27803,27803.
27903,27903.
27907,27907.
27908,27908.
27910,27910.
27957,27957.
28234,28234.
28306,28306.
28390,28390.
28394,28394.
28604,28604.
28605,28605.
28611,28611.
28622,28622.
28640,28640.
28641,28641.
28648,28648.
28742,28742.
28747,28747.
28757,28757.
28814,28814.
28918,28918.
28921,28921.
28964,28964.
29003,29003.
29008,29008.
29012,29012.
29132,29132.
29136,29136.
29146,29146.
29147,29147.
29149,29149.
29151,29151.
29208,29208.
29216,29216.
29218,29218.
29220,29220.
29222,29222.
29229,29229.
29235,29235.
29270,29270.
29283,29283.
29284,29284.
29299,29299.
29300,29300.
29318,29318.
29319,29319.
29330,29330.
29331,29331.
29388,29388.
29413,29413.
29421,29421.
29433,29433.
29609,29609.
29687,29687.
29690,29690.
29693,29693.
29694,29694.
29695,29695.
29698,29698.
29699,29699.
29718,29718.
29723,29723.
29724,29724.
29726,29726.
29730,29730.
29732,29732.
29734,29734.
29735,29735.
29750,29750.
29755,29755.
29764,29764.
29765,29765.
29790,29790.
29793,29793.
29799,29799.
29805,29805.
29810,29810.
29811,29811.
29813,29813.
29814,29814.
29819,29819.
29823,29823.
29827,29827.
29828,29828.
29829,29829.
29831,29831.
29834,29834.
29838,29838.
29847,29847.
29848,29848.
29850,29850.
29853,29853.
29854,29854.
29856,29856.
29859,29859.
29879,29879.
29880,29880.
29883,29883.
29884,29884.
29891,29891.
29911,29911.
29914,29914.
29924,29924.
29931,29931.
29933,29933.
29934,29934.
29935,29935.
29937,29937.
29945,29945.
29947,29947.
29948,29948.
29949,29949.
29950,29950.
29952,29952.
29955,29955.
29962,29962.
29964,29964.
29968,29968.
29979,29979.
29981,29981.
29984,29984.
29985,29985.
29994,29994.
30009,30009.
30011,30011.
30023,30023.
30025,30025.
30044,30044.
30052,30052.
30056,30056.
30057,30057.
30068,30068.
30073,30073.
30085,30085.
30086,30086.
30087,30087.
30088,30088.
30093,30093.
30096,30096.
30100,30100.
30101,30101.
30102,30102.
30105,30105.
30106,30106.
30108,30108.
30131,30131.
30138,30138.
30147,30147.
30153,30153.
30157,30157.
30159,30159.
30161,30161.
30170,30170.
30171,30171.
30172,30172.
30174,30174.
30175,30175.
30177,30177.
30179,30179.
30184,30184.
30185,30185.
30186,30186.
30188,30188.
30190,30190.
30191,30191.
30192,30192.
30196,30196.
30197,30197.
30198,30198.
30199,30199.
30200,30200.
30203,30203.
30204,30204.
30205,30205.
30206,30206.
30207,30207.
30208,30208.
30209,30209.
30210,30210.
30211,30211.
30212,30212.
30213,30213.
30217,30217.
30219,30219.
30222,30222.
30223,30223.
30224,30224.
30225,30225.
30226,30226.
30227,30227.
30228,30228.
30229,30229.
30230,30230.
30231,30231.
30232,30232.
30234,30234.
30235,30235.
30236,30236.
30237,30237.
30238,30238.
30239,30239.
30241,30241.
30244,30244.
30245,30245.
30247,30247.
30250,30250.
30258,30258.
30259,30259.
30270,30270.
30275,30275.
30276,30276.
30277,30277.
30278,30278.
30279,30279.
30280,30280.
30281,30281.
30282,30282.
30284,30284.
30285,30285.
30286,30286.
30287,30287.
30288,30288.
30292,30292.
30293,30293.
30298,30298.
30301,30301.
30305,30305.
30306,30306.
30307,30307.
30308,30308.
30309,30309.
30310,30310.
30311,30311.
30312,30312.
30313,30313.
30314,30314.
30315,30315.
30317,30317.
30318,30318.
30326,30326.
30341,30341.
30342,30342.
30352,30352.
30357,30357.
30358,30358.
30359,30359.
30361,30361.
30367,30367.
30368,30368.
30369,30369.
30371,30371.
30372,30372.
30373,30373.
30374,30374.
30378,30378.
30400,30400.
30415,30415.
30416,30416.
30417,30417.
30418,30418.
30419,30419.
30446,30446.
30447,30447.
30448,30448.
30450,30450.
30452,30452.
30453,30453.
30455,30455.
30456,30456.
30461,30461.
30470,30470.
30473,30473.
30474,30474.
30476,30476.
30480,30480.
30481,30481.
30482,30482.
30484,30484.
30487,30487.
30493,30493.
30499,30499.
30517,30517.
30541,30541.
30543,30543.
30577,30577.
30578,30578.
30579,30579.
30580,30580.
30581,30581.
30582,30582.
30586,30586.
30587,30587.
30590,30590.
30591,30591.
30607,30607.
30608,30608.
30610,30610.
30626,30626.
30627,30627.
30646,30646.
30787,30787.
30788,30788.
30796,30796.
30799,30799.
30800,30800.
30802,30802.
30804,30804.
30806,30806.
30812,30812.
30816,30816.
30819,30819.
30833,30833.
30843,30843.
30846,30846.
30854,30854.
30857,30857.
30858,30858.
30879,30879.
30892,30892.
30895,30895.
30896,30896.
30898,30898.
30901,30901.
30902,30902.
30903,30903.
30904,30904.
30909,30909.
30911,30911.
30928,30928.
30932,30932.
30933,30933.
30935,30935.
30939,30939.
30951,30951.
30954,30954.
30955,30955.
30967,30967.
30970,30970.
30971,30971.
30976,30976.
30978,30978.
30979,30979.
30981,30981.
30982,30982.
30988,30988.
31008,31008.
31012,31012.
31014,31014.
31020,31020.
31022,31022.
31025,31025.
31032,31032.
31036,31036.
31039,31039.
31040,31040.
31041,31041.
31042,31042.
31045,31045.
31064,31064.
31067,31067.
31068,31068.
31072,31072.
31073,31073.
31129,31129.
31131,31131.
31142,31142.
31160,31160.
31166,31166.
31168,31168.
31169,31169.
31170,31170.
31174,31174.
31175,31175.
31180,31180.
31184,31184.
31188,31188.
31196,31196.
31198,31198.
31202,31202.
31204,31204.
31205,31205.
31250,31250.
31269,31269.
31272,31272.
31273,31273.
31275,31275.
31277,31277.
31279,31279.
31280,31280.
31282,31282.
31290,31290.
31292,31292.
31298,31298.
31302,31302.
31303,31303.
31307,31307.
31309,31309.
31311,31311.
31313,31313.
31315,31315.
31333,31333.
31342,31342.
31356,31356.
31357,31357.
31375,31375.
31376,31376.
31377,31377.
31381,31381.
31383,31383.
31385,31385.
31386,31386.
31389,31389.
31391,31391.
31392,31392.
31393,31393.
31395,31395.
31398,31398.
31410,31410.
31450,31450.
31513,31513.
31514,31514.
31515,31515.
31518,31518.
31523,31523.
31524,31524.
31525,31525.
31536,31536.
31537,31537.
31540,31540.
31542,31542.
31544,31544.
31547,31547.
31556,31556.
31567,31567.
31568,31568.
31569,31569.
31570,31570.
31574,31574.
31586,31586.
31595,31595.
31597,31597.
31599,31599.
31601,31601.
31602,31602.
31603,31603.
31605,31605.
31609,31609.
31611,31611.
31613,31613.
31614,31614.
31617,31617.
31618,31618.
31619,31619.
31621,31621.
31622,31622.
31624,31624.
31628,31628.
31633,31633.
31636,31636.
31638,31638.
31642,31642.
31647,31647.
31650,31650.
31654,31654.
31655,31655.
31660,31660.
31662,31662.
31665,31665.
31668,31668.
31670,31670.
31671,31671.
31672,31672.
31674,31674.
31675,31675.
31676,31676.
31677,31677.
31678,31678.
31682,31682.
31684,31684.
31685,31685.
31687,31687.
31688,31688.
31691,31691.
31693,31693.
31695,31695.
31696,31696.
31699,31699.
31705,31705.
31708,31708.
31709,31709.
31710,31710.
31714,31714.
31715,31715.
31716,31716.
31717,31717.
31718,31718.
31719,31719.
31720,31720.
31721,31721.
31723,31723.
31724,31724.
31725,31725.
31726,31726.
31736,31736.
31746,31746.
31758,31758.
31760,31760.
31761,31761.
31762,31762.
31763,31763.
31765,31765.
31767,31767.
31768,31768.
31770,31770.
31771,31771.
31773,31773.
31784,31784.
31788,31788.
31790,31790.
31791,31791.
31834,31834.
31835,31835.
31836,31836.
31837,31837.
31838,31838.
31839,31839.
31840,31840.
31841,31841.
31842,31842.
31843,31843.
31844,31844.
31845,31845.
31850,31850.
31851,31851.
31854,31854.
31856,31856.
31859,31859.
31860,31860.
31906,31906.
32012,32012.
32017,32017.
32024,32024.
32028,32028.
32032,32032.
32033,32033.
32035,32035.
32039,32039.
32041,32041.
32044,32044.
32047,32047.
32048,32048.
32049,32049.
32050,32050.
32051,32051.
32052,32052.
32053,32053.
32056,32056.
32057,32057.
32060,32060.
32067,32067.
32068,32068.
32072,32072.
32074,32074.
32080,32080.
32081,32081.
32083,32083.
32084,32084.
32087,32087.
32088,32088.
32089,32089.
32091,32091.
32096,32096.
32097,32097.
32099,32099.
32102,32102.
32103,32103.
32106,32106.
32121,32121.
32124,32124.
32125,32125.
32127,32127.
32128,32128.
32129,32129.
32130,32130.
32131,32131.
32132,32132.
32133,32133.
32164,32164.
32165,32165.
32174,32174.
32219,32219.
32221,32221.
32223,32223.
32229,32229.
32232,32232.
32241,32241.
32243,32243.
32250,32250.
32251,32251.
32253,32253.
32254,32254.
32256,32256.
32260,32260.
32267,32267.
32269,32269.
32275,32275.
32280,32280.
32290,32290.
32444,32444.
32452,32452.
32455,32455.
32458,32458.
32459,32459.
32477,32477.
32478,32478.
32479,32479.
32480,32480.
32482,32482.
32511,32511.
32527,32527.
32528,32528.
32533,32533.
32534,32534.
32535,32535.
32536,32536.
32537,32537.
32541,32541.
32542,32542.
32544,32544.
32545,32545.
32558,32558.
32561,32561.
32563,32563.
32590,32590.
32596,32596.
32606,32606.
32609,32609.
32611,32611.
32612,32612.
32616,32616.
32617,32617.
32618,32618.
32621,32621.
32622,32622.
32626,32626.
32627,32627.
32628,32628.
32665,32665.
32666,32666.
32671,32671.
32672,32672.
32673,32673.
32697,32697.
32699,32699.
32700,32700.
32701,32701.
32716,32716.
32717,32717.
32718,32718.
32719,32719.
32724,32724.
32754,32754.
32755,32755.
32756,32756.
32763,32763.
32768,32768.
32807,32807.
32809,32809.
32813,32813.
32816,32816.
32817,32817.
32818,32818.
32820,32820.
32822,32822.
32825,32825.
32827,32827.
32829,32829.
32835,32835.
32842,32842.
32846,32846.
32847,32847.
32851,32851.
32854,32854.
32862,32862.
32870,32870.
32878,32878.
32883,32883.
32884,32884.
32885,32885.
32889,32889.
32894,32894.
32896,32896.
32898,32898.
32901,32901.
32909,32909.
32924,32924.
32925,32925.
32949,32949.
32952,32952.
32958,32958.
32959,32959.
32966,32966.
32971,32971.
32974,32974.
32993,32993.
33003,33003.
33034,33034.
33035,33035.
33050,33050.
33051,33051.
33055,33055.
33057,33057.
33072,33072.
33074,33074.
33075,33075.
33078,33078.
33084,33084.
33092,33092.
33100,33100.
33103,33103.
33105,33105.
33172,33172.
33173,33173.
33175,33175.
33176,33176.
33177,33177.
33179,33179.
33180,33180.
33181,33181.
33182,33182.
33185,33185.
33186,33186.
33189,33189.
33190,33190.
33191,33191.
33192,33192.
33193,33193.
33194,33194.
33195,33195.
33196,33196.
33197,33197.
33198,33198.
33199,33199.
33203,33203.
33204,33204.
33205,33205.
33206,33206.
33207,33207.
33208,33208.
33209,33209.
33212,33212.
33655,33655.
33671,33671.
33863,33863.
33872,33872.
33928,33928.
33931,33931.
33954,33954.
33955,33955.
33956,33956.
33957,33957.
34024,34024.
34026,34026.
34701,34701.
34801,34801.
35251,35251.
36780,36780.
37606,37606.
37702,37702.
40004,40004.
40007,40007.
40011,40011.
40012,40012.
40013,40013.
40014,40014.
40030,40030.
40031,40031.
40035,40035.
40038,40038.
40039,40039.
40044,40044.
40047,40047.
40048,40048.
40059,40059.
40060,40060.
40073,40073.
40078,40078.
40081,40081.
40083,40083.
40084,40084.
40093,40093.
40095,40095.
40114,40114.
40118,40118.
40119,40119.
40121,40121.
40122,40122.
40124,40124.
40126,40126.
40127,40127.
40139,40139.
40147,40147.
40148,40148.
40153,40153.
40156,40156.
40163,40163.
40165,40165.
40607,40607.
40621,40621.
40622,40622.
40625,40625.
40627,40627.
40701,40701.
40703,40703.
41002,41002.
41005,41005.
41006,41006.
41009,41009.
41016,41016.
41021,41021.
41047,41047.
41060,41060.
41071,41071.
41105,41105.
41108,41108.
41604,41604.
41611,41611.
41612,41612.
41613,41613.
41801,41801.
42008,42008.
42012,42012.
42013,42013.
42014,42014.
42020,42020.
42022,42022.
42023,42023.
42024,42024.
42032,42032.
42034,42034.
42038,42038.
42040,42040.
42044,42044.
42049,42049.
42051,42051.
42054,42054.
42060,42060.
42076,42076.
42077,42077.
42091,42091.
42092,42092.
42093,42093.
42702,42702.
42703,42703.
42801,42801.
42803,42803.
42807,42807.
42901,42901.
42904,42904.
42905,42905.
42907,42907.
43000,43000.
43001,43001.
43003,43003.
43101,43101.
43103,43103.
43205,43205.
43257,43257.
43275,43275.
43279,43279.
43286,43286.
43287,43287.
43298,43298.
43301,43301.
43302,43302.
43305,43305.
43360,43360.
43390,43390.
43402,43402.
43403,43403.
43404,43404.
43501,43501.
43502,43502.
43503,43503.
43637,43637.
43671,43671.
43676,43676.
43678,43678.
43691,43691.
43705,43705.
44011,44011.
44019,44019.
44025,44025.
44034,44034.
44064,44064.
44112,44112.
44126,44126.
44139,44139.
44140,44140.
44141,44141.
44146,44146.
44148,44148.
44152,44152.
44153,44153.
44154,44154.
44165,44165.
44180,44180.
44187,44187.
44189,44189.
44191,44191.
44306,44306.
44308,44308.
44705,44705.
44706,44706.
44801,44801.
44803,44803.
44806,44806.
45000,45000.
45001,45001.
45002,45002.
45003,45003.
45004,45004.
45005,45005.
45006,45006.
45014,45014.
45018,45018.
45019,45019.
45024,45024.
45025,45025.
45026,45026.
45030,45030.
45031,45031.
45033,45033.
45035,45035.
45036,45036.
45037,45037.
45041,45041.
45044,45044.
45047,45047.
45048,45048.
45056,45056.
45058,45058.
45060,45060.
45062,45062.
45064,45064.
45066,45066.
45067,45067.
45069,45069.
45070,45070.
45072,45072.
45074,45074.
45079,45079.
45081,45081.
45082,45082.
45086,45086.
45088,45088.
45090,45090.
45096,45096.
45098,45098.
45100,45100.
45102,45102.
45105,45105.
45106,45106.
45109,45109.
45112,45112.
45115,45115.
45116,45116.
45123,45123.
45125,45125.
45126,45126.
45128,45128.
45130,45130.
45131,45131.
45133,45133.
45134,45134.
45142,45142.
45160,45160.
45163,45163.
45164,45164.
45166,45166.
45167,45167.
45168,45168.
45170,45170.
45174,45174.
45176,45176.
45177,45177.
45178,45178.
45180,45180.
45181,45181.
45182,45182.
45199,45199.
45200,45200.
45202,45202.
45203,45203.
45204,45204.
45205,45205.
45206,45206.
45208,45208.
45209,45209.
45210,45210.
45211,45211.
45212,45212.
45214,45214.
45221,45221.
45222,45222.
45227,45227.
45229,45229.
45249,45249.
45250,45250.
45252,45252.
45255,45255.
45258,45258.
45262,45262.
45266,45266.
45267,45267.
45270,45270.
45289,45289.
45301,45301.
45302,45302.
45303,45303.
45304,45304.
45305,45305.
45306,45306.
45307,45307.
45315,45315.
45317,45317.
45318,45318.
45325,45325.
45341,45341.
45343,45343.
45345,45345.
45347,45347.
45349,45349.
45351,45351.
45353,45353.
45635,45635.
45712,45712.
45740,45740.
